ean,nome,atributos_extraidos,status
7908816370450,Guarda Roupa Cômoda com Espelho 158cm Suiça A02 Branco - Mpozenato,"{'largura': '158 cm', 'altura': '166 cm', 'profundidade': '47 cm', 'peso': '73,8 kg'}",sucesso
7908816370467,Guarda Roupa Cômoda com Espelho 158cm Suiça A02 Cinamomo - Mpozenato,"{'largura': '158 cm', 'altura': '166 cm', 'profundidade': '47 cm', 'peso': '73,8 kg'}",sucesso
7908816370474,Guarda Roupa Cômoda com Espelho 158cm Suiça A02 Off/Cinamomo - Mpozenato,"{'largura': '158 cm', 'altura': '166 cm', 'profundidade': '47 cm', 'peso': '73,8 kg'}",sucesso
7908816370481,Guarda Roupa Cômoda com Espelho 158cm Suiça A02 Off/Freijó - Mpozenato,"{'largura': '158 cm', 'altura': '166 cm', 'profundidade': '47 cm', 'peso': '73,8 kg'}",sucesso
7908141235363,Cômoda Para Quarto 8 Gavetas 136cm Doble Flex Branco/Freijó - Albatroz,"{'largura': '136 cm', 'altura': '116 cm', 'profundidade': '45 cm', 'peso': '60,8 kg'}",sucesso
7908141232812,Cômoda Para Quarto 8 Gavetas 136cm Doble Flex Off/Cinamomo - Albatroz,"{'largura': '136 cm', 'altura': '116 cm', 'profundidade': '45 cm', 'peso': '60,8 kg'}",sucesso
7908141235370,Cômoda Para Quarto 8 Gavetas 136cm Doble Flex Off/Freijó - Albatroz,"{'largura': '136 cm', 'altura': '116 cm', 'profundidade': '45 cm', 'peso': '60,8 kg'}",sucesso
7908141235356,Cômoda Para Quarto 8 Gavetas 136cm Doble Flex Freijó/Titanium - Albatroz,"{'largura': '136 cm', 'altura': '116 cm', 'profundidade': '45 cm', 'peso': '60,8 kg'}",sucesso
7908141236179,Cômoda Para Quarto 1 Porta 125cm Ripada Duetto Off/Freijó - Albatroz,"{'largura': '125 cm', 'altura': '109 cm', 'profundidade': '43 cm', 'peso': '57 kg'}",sucesso
7908816370498,Cômoda Para Quarto 2 Portas 124cm Ester A02 Branco - Mpozenato,"{'largura': '124 cm', 'altura': '117 cm', 'profundidade': '42 cm', 'peso': '45,8 kg'}",sucesso
7908816370504,Cômoda Para Quarto 2 Portas 124cm Ester A02 Cinamomo - Mpozenato,"{'largura': '124 cm', 'altura': '117 cm', 'profundidade': '42 cm', 'peso': '45,8 kg'}",sucesso
7908816370511,Cômoda Para Quarto 2 Portas 124cm Ester A02 Off/Cinamomo - Mpozenato,"{'largura': '124 cm', 'altura': '117 cm', 'profundidade': '42 cm', 'peso': '45,8 kg'}",sucesso
7908816370528,Cômoda Para Quarto 2 Portas 124cm Ester A02 Freijó/Titanium - Mpozenato,"{'largura': '124 cm', 'altura': '117 cm', 'profundidade': '42 cm', 'peso': '45,8 kg'}",sucesso
7908816370535,Cômoda Para Quarto 8 Gavetas 120cm Lynd A02 Branco/Freijó - Mpozenato,"{'largura': '120 cm', 'altura': '102 cm', 'profundidade': '47 cm', 'peso': '54,5 kg'}",sucesso
7908816370542,Cômoda Para Quarto 8 Gavetas 120cm Lynd A02 Off/Cinamomo - Mpozenato,"{'largura': '120 cm', 'altura': '102 cm', 'profundidade': '47 cm', 'peso': '54,5 kg'}",sucesso
7908816370559,Cômoda Para Quarto 8 Gavetas 120cm Lynd A02 Off/Freijó - Mpozenato,"{'largura': '120 cm', 'altura': '102 cm', 'profundidade': '47 cm', 'peso': '54,5 kg'}",sucesso
7908816370566,Cômoda Para Quarto 120cm Tampo Vidro Lynd A02 Branco/Freijó - Mpozenato,"{'largura': '120 cm', 'altura': '102 cm', 'profundidade': '47 cm', 'peso': '60 kg'}",sucesso
7908816370573,Cômoda Para Quarto 120cm Tampo Vidro Lynd A02 Off/Cinamomo - Mpozenato,"{'largura': '120 cm', 'altura': '102 cm', 'profundidade': '47 cm', 'peso': '60 kg'}",sucesso
7908816370580,Cômoda Para Quarto 120cm Tampo Vidro Lynd A02 Off/Freijó - Mpozenato,"{'largura': '120 cm', 'altura': '102 cm', 'profundidade': '47 cm', 'peso': '60 kg'}",sucesso
7908141233574,Cômoda Para Quarto 109cm 1 Porta Belize Plus Off/Cinamomo - Albatroz,"{'largura': '109 cm', 'altura': '161 cm', 'profundidade': '41 cm', 'peso': '54,7 kg'}",sucesso
7908141235981,Cômoda Para Quarto 109cm 1 Porta Belize Plus Off/Freijó - Albatroz,"{'largura': '109 cm', 'altura': '161 cm', 'profundidade': '41 cm', 'peso': '54,7 kg'}",sucesso
7908816370597,Cômoda Para Quarto 1 Porta 84cm Franci A02 Off/Cinamomo - Mpozenato,"{'largura': '84 cm', 'altura': '99 cm', 'profundidade': '40 cm', 'peso': '29,7 kg'}",sucesso
7908816370603,Cômoda Para Quarto 1 Porta 84cm Franci A02 Cinamomo - Mpozenato,"{'largura': '84 cm', 'altura': '99 cm', 'profundidade': '40 cm', 'peso': '29,7 kg'}",sucesso
7908816370610,Cômoda Para Quarto 1 Porta 84cm Franci A02 Freijó/Titanium - Mpozenato,"{'largura': '84 cm', 'altura': '99 cm', 'profundidade': '40 cm', 'peso': '29,7 kg'}",sucesso
7908816370627,Cômoda Para Quarto 1 Porta 84cm Franci Flex A02 Branco - Mpozenato,"{'largura': '84 cm', 'altura': '99 cm', 'profundidade': '40 cm', 'peso': '29,7 kg'}",sucesso
7908141236117,Cômoda Para Quarto 4 Gavetas 70cm Sole Flex Branco/Freijó - Albatroz,"{'largura': '70 cm', 'altura': '120 cm', 'profundidade': '40 cm', 'peso': '29,5 kg'}",sucesso
7908141233673,Cômoda Para Quarto 4 Gavetas 70cm Sole Flex Off/Cinamomo - Albatroz,"{'largura': '70 cm', 'altura': '120 cm', 'profundidade': '40 cm', 'peso': '29,5 kg'}",sucesso
7908141236124,Cômoda Para Quarto 4 Gavetas 70cm Sole Flex Off/Freijó - Albatroz,"{'largura': '70 cm', 'altura': '120 cm', 'profundidade': '40 cm', 'peso': '29,5 kg'}",sucesso
7908141236100,Cômoda Para Quarto 4 Gavetas 70cm Sole Flex Freijó/Titanium - Albatroz,"{'largura': '70 cm', 'altura': '120 cm', 'profundidade': '40 cm', 'peso': '29,5 kg'}",sucesso
7908816370634,Cômoda Para Quarto Com Penteadeira Laris A02 Branco - Mpozenato,"{'largura': '63 cm', 'altura': '151 cm', 'profundidade': '40 cm', 'peso': '27 kg'}",sucesso
7908816370641,Cômoda Para Quarto Com Penteadeira Laris A02 Cinamomo - Mpozenato,"{'largura': '63 cm', 'altura': '151 cm', 'profundidade': '40 cm', 'peso': '27 kg'}",sucesso
7908816370658,Cômoda Para Quarto Com Penteadeira Laris A02 Off/Cinamomo - Mpozenato,"{'largura': '63 cm', 'altura': '151 cm', 'profundidade': '40 cm', 'peso': '27 kg'}",sucesso
7908816370665,Cômoda Para Quarto Com Penteadeira Laris A02 Off/Freijó - Mpozenato,"{'largura': '63 cm', 'altura': '151 cm', 'profundidade': '40 cm', 'peso': '27 kg'}",sucesso
7908816370672,Cômoda Para Quarto 5 Gavetas 56cm Thais A02 Branco/Freijó - Mpozenato,"{'largura': '56 cm', 'altura': '104 cm', 'profundidade': '40 cm', 'peso': '23,9 kg'}",sucesso
7908816370689,Cômoda Para Quarto 5 Gavetas 56cm Thais A02 Off/Cinamomo - Mpozenato,"{'largura': '56 cm', 'altura': '104 cm', 'profundidade': '40 cm', 'peso': '23,9 kg'}",sucesso
7908816370696,Cômoda Para Quarto 5 Gavetas 56cm Thais A02 Off/Freijó - Mpozenato,"{'largura': '56 cm', 'altura': '104 cm', 'profundidade': '40 cm', 'peso': '23,9 kg'}",sucesso
7908816370702,Cômoda Para Quarto 5 Gavetas 56cm Thais Flex A02 Branco - Mpozenato,"{'largura': '56 cm', 'altura': '104 cm', 'profundidade': '40 cm', 'peso': '23,9 kg'}",sucesso
7908141234632,Mesa Escrivaninha 3 Gavetas Painel TV 40 Pol Doble Branco - Albatroz,"{'largura': '120 cm', 'altura': '159 cm', 'profundidade': '46 cm', 'peso': '40 kg'}",sucesso
7908141234649,Mesa Escrivaninha 3 Gavetas Painel TV 40 Pol Doble Off/Cinamomo - Albatroz,"{'largura': '120 cm', 'altura': '159 cm', 'profundidade': '46 cm', 'peso': '40 kg'}",sucesso
7908816370719,Painel TV 42 Pol Suspenso com Closet 108cm Mimo A02 Branco - Mpozenato,"{'largura': '108 cm', 'altura': '115 cm', 'profundidade': '45 cm', 'peso': '47 kg'}",sucesso
7908816370726,Painel TV 42 Pol Suspenso com Closet 108cm Mimo A02 Off/Cinamomo - Mpozenato,"{'largura': '108 cm', 'altura': '115 cm', 'profundidade': '45 cm', 'peso': '47 kg'}",sucesso
7908816370733,Penteadeira Camarim Escrivaninha com LED Sulla A02 Branco - Mpozenato,"{'largura': '140 cm', 'altura': '91 cm', 'profundidade': '42 cm', 'peso': '27,7 kg'}",sucesso
7908816370740,Penteadeira Camarim Escrivaninha com LED Sulla A02 Off/Cinamomo - Mpozenato,"{'largura': '140 cm', 'altura': '91 cm', 'profundidade': '42 cm', 'peso': '27,7 kg'}",sucesso
7908816370757,Penteadeira Escrivaninha com Espelho 129cm Mandi A02 Branco - Mpozenato,"{'largura': '129 cm', 'altura': '76 cm', 'profundidade': '45 cm', 'peso': '26,9 kg'}",sucesso
